item_id,purchase_count,price,stocks,sales,stock_value,profit_status,date,predicted_sales,predicted_profit
8585,4,57.0,75,228.0,4275.0,1,2025-01-12,3585.68,profit
8584,0,98.0,48,0.0,4704.0,0,2025-01-01,3584.98,profit
8583,38,67.0,67,2546.0,4489.0,1,2025-05-04,3585.33,profit
8582,46,150.0,54,6900.0,8100.0,1,2025-12-02,3585.41,profit
8581,23,67.0,17,1541.0,1139.0,1,2025-03-16,3585.19,profit
8580,11,93.0,96,1023.0,8928.0,1,2025-02-19,3586.36,profit
8579,23,137.0,86,3151.0,11782.0,1,2025-06-03,3585.66,profit
8578,3,80.0,28,240.0,2240.0,1,2025-01-12,3585.1,profit
8577,47,144.0,64,6768.0,9216.0,1,2025-11-26,3584.89,profit
8576,40,98.0,60,3920.0,5880.0,1,2025-07-10,3585.48,profit
8575,14,132.0,17,1848.0,2244.0,1,2025-03-31,3586.94,profit
8574,22,126.0,99,2772.0,12474.0,1,2025-05-15,3585.93,profit
8573,29,124.0,37,3596.0,4588.0,1,2025-06-25,3585.13,profit
8572,35,129.0,26,4515.0,3354.0,1,2025-08-08,3585.93,profit
8571,6,55.0,30,330.0,1650.0,1,2025-01-17,3585.75,profit
8570,13,144.0,37,1872.0,5328.0,1,2025-04-02,3584.5,profit
8569,32,122.0,29,3904.0,3538.0,1,2025-07-09,3584.85,profit
8568,30,53.0,70,1590.0,3710.0,1,2025-03-19,3586.67,profit
8567,45,73.0,37,3285.0,2701.0,1,2025-06-09,3585.67,profit
8566,40,49.0,97,1960.0,4753.0,1,2025-04-06,3585.8,profit
8565,21,80.0,54,1680.0,4320.0,1,2025-03-23,3585.17,profit
8564,35,127.0,76,4445.0,9652.0,1,2025-08-05,3585.74,profit
8563,8,94.0,60,752.0,5640.0,1,2025-02-06,3587.32,profit
8562,16,144.0,53,2304.0,7632.0,1,2025-04-23,3585.69,profit
8561,40,119.0,61,4760.0,7259.0,1,2025-08-20,3586.4,profit
8560,27,78.0,90,2106.0,7020.0,1,2025-04-13,3586.46,profit
8559,38,140.0,38,5320.0,5320.0,1,2025-09-16,3585.49,profit
8557,43,36.0,88,1548.0,3168.0,1,2025-03-17,3584.96,profit
8556,9,21.0,98,189.0,2058.0,1,2025-01-10,3586.4,profit
8555,23,30.0,61,690.0,1830.0,1,2025-02-03,3587.54,profit
8554,19,72.0,50,1368.0,3600.0,1,2025-03-08,3585.7,profit
8553,21,141.0,90,2961.0,12690.0,1,2025-05-25,3586.37,profit
8552,9,68.0,99,612.0,6732.0,1,2025-01-30,3585.84,profit
8551,13,81.0,35,1053.0,2835.0,1,2025-02-21,3586.54,profit
8550,21,16.0,38,336.0,608.0,1,2025-01-17,3586.99,profit
8549,44,84.0,13,3696.0,1092.0,1,2025-06-29,3585.38,profit
8548,27,113.0,99,3051.0,11187.0,1,2025-05-29,3585.76,profit
8547,38,73.0,40,2774.0,2920.0,1,2025-05-16,3585.18,profit
8546,26,59.0,36,1534.0,2124.0,1,2025-03-16,3586.44,profit
8545,49,42.0,37,2058.0,1554.0,1,2025-04-11,3587.01,profit
8544,10,90.0,46,900.0,4140.0,1,2025-02-13,3585.8,profit
8543,48,51.0,52,2448.0,2652.0,1,2025-04-30,3586.33,profit
8542,20,123.0,29,2460.0,3567.0,1,2025-04-30,3584.62,profit
8541,49,144.0,87,7056.0,12528.0,1,2025-12-10,3585.41,profit
8540,5,84.0,90,420.0,7560.0,1,2025-01-21,3587.02,profit
8539,19,74.0,61,1406.0,4514.0,1,2025-03-10,3586.6,profit
8538,39,70.0,54,2730.0,3780.0,1,2025-05-13,3586.08,profit
8537,3,147.0,25,441.0,3675.0,1,2025-01-22,3585.57,profit
8536,14,20.0,31,280.0,620.0,1,2025-01-14,3586.62,profit
8535,5,61.0,71,305.0,4331.0,1,2025-01-15,3586.8,profit
8534,22,44.0,48,968.0,2112.0,1,2025-02-17,3586.2,profit
8533,29,81.0,62,2349.0,5022.0,1,2025-04-25,3586.56,profit
8532,48,112.0,91,5376.0,10192.0,1,2025-09-19,3585.52,profit
8531,18,69.0,79,1242.0,5451.0,1,2025-03-02,3585.35,profit
8530,3,20.0,33,60.0,660.0,1,2025-01-03,3586.53,profit
8529,11,132.0,43,1452.0,5676.0,1,2025-03-12,3587.22,profit
8528,43,104.0,17,4472.0,1768.0,1,2025-08-06,3585.3,profit
8527,43,135.0,54,5805.0,7290.0,1,2025-10-10,3585.52,profit
8526,36,139.0,47,5004.0,6533.0,1,2025-09-01,3586.1,profit
8525,44,139.0,22,6116.0,3058.0,1,2025-10-25,3584.99,profit
8524,1,129.0,49,129.0,6321.0,1,2025-01-07,3586.56,profit
8523,16,137.0,92,2192.0,12604.0,1,2025-04-17,3586.57,profit
8522,15,26.0,69,390.0,1794.0,1,2025-01-19,3586.59,profit
8521,49,126.0,34,6174.0,4284.0,1,2025-10-28,3584.98,profit
8520,39,41.0,57,1599.0,2337.0,1,2025-03-19,3586.84,profit
8519,28,31.0,65,868.0,2015.0,1,2025-02-12,3587.11,profit
8518,34,79.0,30,2686.0,2370.0,1,2025-05-11,3586.34,profit
8517,39,64.0,88,2496.0,5632.0,1,2025-05-02,3586.16,profit
8516,3,81.0,28,243.0,2268.0,1,2025-01-12,3585.46,profit
8515,37,91.0,43,3367.0,3913.0,1,2025-06-13,3585.62,profit
8514,18,49.0,85,882.0,4165.0,1,2025-02-12,3586.14,profit
8513,46,96.0,29,4416.0,2784.0,1,2025-08-03,3585.84,profit
8512,31,139.0,64,4309.0,8896.0,1,2025-07-29,3586.17,profit
8511,11,37.0,34,407.0,1258.0,1,2025-01-20,3586.63,profit
8510,49,143.0,51,7007.0,7293.0,1,2025-12-08,3585.15,profit
8509,49,32.0,32,1568.0,1024.0,1,2025-03-18,3585.57,profit
8508,12,35.0,85,420.0,2975.0,1,2025-01-21,3585.73,profit
8507,44,134.0,24,5896.0,3216.0,1,2025-10-14,3585.39,profit
8506,29,33.0,51,957.0,1683.0,1,2025-02-16,3586.18,profit
8505,28,100.0,39,2800.0,3900.0,1,2025-05-17,3586.63,profit
8504,50,59.0,45,2950.0,2655.0,1,2025-05-24,3585.03,profit
8503,50,59.0,89,2950.0,5251.0,1,2025-05-24,3586.45,profit
8502,22,149.0,39,3278.0,5811.0,1,2025-06-09,3585.22,profit
8501,16,73.0,25,1168.0,1825.0,1,2025-02-26,3585.43,profit
8500,41,99.0,75,4059.0,7425.0,1,2025-07-17,3585.44,profit
8499,14,66.0,75,924.0,4950.0,1,2025-02-14,3585.32,profit
8498,20,115.0,73,2300.0,8395.0,1,2025-04-22,3586.93,profit
8497,7,19.0,44,133.0,836.0,1,2025-01-07,3585.62,profit
8496,8,148.0,82,1184.0,12136.0,1,2025-02-27,3587.34,profit
8495,36,58.0,16,2088.0,928.0,1,2025-04-12,3585.87,profit
8494,18,135.0,85,2430.0,11475.0,1,2025-04-29,3586.04,profit
8493,9,41.0,89,369.0,3649.0,1,2025-01-18,3585.51,profit
8492,19,137.0,82,2603.0,11234.0,1,2025-05-07,3586.63,profit
8491,11,21.0,98,231.0,2058.0,1,2025-01-12,3585.67,profit
8490,20,139.0,61,2780.0,8479.0,1,2025-05-16,3585.78,profit
8489,24,61.0,46,1464.0,2806.0,1,2025-03-13,3585.04,profit
8488,5,46.0,59,230.0,2714.0,1,2025-01-12,3586.1,profit
8487,5,38.0,75,190.0,2850.0,1,2025-01-10,3587.18,profit
8486,46,120.0,75,5520.0,9000.0,1,2025-09-26,3585.27,profit
8485,2,46.0,70,92.0,3220.0,1,2025-01-05,3585.85,profit
8484,42,47.0,24,1974.0,1128.0,1,2025-04-07,3586.45,profit
8483,19,95.0,63,1805.0,5985.0,1,2025-03-29,3586.81,profit
8482,8,73.0,64,584.0,4672.0,1,2025-01-29,3586.48,profit
8481,37,28.0,54,1036.0,1512.0,1,2025-02-20,3585.16,profit
8480,3,108.0,72,324.0,7776.0,1,2025-01-16,3585.93,profit
8479,31,18.0,28,558.0,504.0,1,2025-01-28,3586.76,profit
8478,35,128.0,61,4480.0,7808.0,1,2025-08-07,3585.38,profit
8477,13,77.0,74,1001.0,5698.0,1,2025-02-18,3587.11,profit
8476,50,50.0,91,2500.0,4550.0,1,2025-05-02,3586.1,profit
8475,6,53.0,80,318.0,4240.0,1,2025-01-16,3585.9,profit
8474,50,42.0,82,2100.0,3444.0,1,2025-04-13,3587.25,profit
8473,48,80.0,71,3840.0,5680.0,1,2025-07-06,3585.46,profit
8472,48,101.0,13,4848.0,1313.0,1,2025-08-24,3584.97,profit
8471,48,108.0,30,5184.0,3240.0,1,2025-09-10,3585.69,profit
8470,0,44.0,42,0.0,1848.0,0,2025-01-01,3585.63,profit
8469,9,29.0,73,261.0,2117.0,1,2025-01-13,3586.46,profit
8468,42,94.0,47,3948.0,4418.0,1,2025-07-12,3585.65,profit
8467,18,58.0,20,1044.0,1160.0,1,2025-02-20,3586.56,profit
8466,30,53.0,41,1590.0,2173.0,1,2025-03-19,3585.45,profit
8465,16,66.0,72,1056.0,4752.0,1,2025-02-21,3585.25,profit
8464,17,62.0,58,1054.0,3596.0,1,2025-02-21,3585.74,profit
8463,11,49.0,64,539.0,3136.0,1,2025-01-27,3586.74,profit
8462,42,110.0,60,4620.0,6600.0,1,2025-08-13,3586.21,profit
8461,1,43.0,52,43.0,2236.0,1,2025-01-03,3586.6,profit
8460,4,114.0,41,456.0,4674.0,1,2025-01-23,3585.79,profit
8459,40,58.0,56,2320.0,3248.0,1,2025-04-23,3585.77,profit
8458,10,77.0,68,770.0,5236.0,1,2025-02-07,3586.77,profit
8457,30,49.0,56,1470.0,2744.0,1,2025-03-13,3585.14,profit
8456,38,54.0,44,2052.0,2376.0,1,2025-04-10,3585.77,profit
8455,28,51.0,65,1428.0,3315.0,1,2025-03-11,3586.65,profit
8454,15,44.0,37,660.0,1628.0,1,2025-02-02,3586.69,profit
8453,46,53.0,27,2438.0,1431.0,1,2025-04-29,3585.42,profit
8452,28,68.0,75,1904.0,5100.0,1,2025-04-03,3585.32,profit
8451,7,41.0,63,287.0,2583.0,1,2025-01-14,3586.72,profit
8450,43,133.0,77,5719.0,10241.0,1,2025-10-06,3584.89,profit
8449,40,118.0,73,4720.0,8614.0,1,2025-08-18,3585.78,profit
8448,7,148.0,31,1036.0,4588.0,1,2025-02-20,3586.35,profit
8447,49,122.0,37,5978.0,4514.0,1,2025-10-18,3585.71,profit
8446,18,82.0,80,1476.0,6560.0,1,2025-03-13,3586.61,profit
8445,2,122.0,65,244.0,7930.0,1,2025-01-12,3586.99,profit
8444,34,42.0,22,1428.0,924.0,1,2025-03-11,3585.8,profit
8443,23,96.0,86,2208.0,8256.0,1,2025-04-18,3586.84,profit
8442,15,58.0,76,870.0,4408.0,1,2025-02-12,3585.19,profit
8441,20,130.0,10,2600.0,1300.0,1,2025-05-07,3587.01,profit
8440,6,37.0,49,222.0,1813.0,1,2025-01-11,3586.39,profit
8439,17,37.0,92,629.0,3404.0,1,2025-01-31,3587.31,profit
8438,13,60.0,96,780.0,5760.0,1,2025-02-07,3585.68,profit
8437,16,107.0,56,1712.0,5992.0,1,2025-03-25,3585.96,profit
8436,1,90.0,41,90.0,3690.0,1,2025-01-05,3586.64,profit
8435,38,62.0,70,2356.0,4340.0,1,2025-04-25,3586.95,profit
8434,15,36.0,73,540.0,2628.0,1,2025-01-27,3587.19,profit
8433,5,142.0,15,710.0,2130.0,1,2025-02-04,3586.21,profit
8432,8,103.0,25,824.0,2575.0,1,2025-02-10,3586.63,profit
8431,28,125.0,98,3500.0,12250.0,1,2025-06-20,3585.67,profit
8430,11,27.0,53,297.0,1431.0,1,2025-01-15,3586.19,profit
8429,42,48.0,37,2016.0,1776.0,1,2025-04-09,3586.43,profit
8428,49,107.0,50,5243.0,5350.0,1,2025-09-13,3585.81,profit
8427,31,63.0,44,1953.0,2772.0,1,2025-04-06,3587.22,profit
8426,45,65.0,23,2925.0,1495.0,1,2025-05-23,3585.25,profit
8425,31,142.0,34,4402.0,4828.0,1,2025-08-03,3585.23,profit
8424,31,43.0,75,1333.0,3225.0,1,2025-03-06,3584.91,profit
8423,40,124.0,31,4960.0,3844.0,1,2025-08-30,3586.07,profit
8422,24,117.0,56,2808.0,6552.0,1,2025-05-17,3585.59,profit
8421,23,34.0,63,782.0,2142.0,1,2025-02-08,3587.1,profit
8420,24,100.0,52,2400.0,5200.0,1,2025-04-27,3586.77,profit
8419,47,128.0,20,6016.0,2560.0,1,2025-10-20,3585.48,profit
8418,22,18.0,80,396.0,1440.0,1,2025-01-20,3585.79,profit
8417,40,35.0,25,1400.0,875.0,1,2025-03-10,3585.19,profit
8416,30,103.0,37,3090.0,3811.0,1,2025-05-31,3586.59,profit
8415,40,125.0,52,5000.0,6500.0,1,2025-09-01,3585.15,profit
8414,48,113.0,13,5424.0,1469.0,1,2025-09-21,3585.34,profit
8413,13,86.0,16,1118.0,1376.0,1,2025-02-24,3587.1,profit
8412,35,140.0,76,4900.0,10640.0,1,2025-08-27,3585.04,profit
8411,41,87.0,60,3567.0,5220.0,1,2025-06-23,3585.63,profit
8410,10,139.0,90,1390.0,12510.0,1,2025-03-09,3585.63,profit
8409,12,47.0,95,564.0,4465.0,1,2025-01-28,3586.47,profit
8408,24,139.0,29,3336.0,4031.0,1,2025-06-12,3586.23,profit
8407,49,106.0,49,5194.0,5194.0,1,2025-09-10,3585.52,profit
8406,28,128.0,18,3584.0,2304.0,1,2025-06-24,3585.82,profit
8405,37,126.0,66,4662.0,8316.0,1,2025-08-15,3585.63,profit
8404,47,78.0,81,3666.0,6318.0,1,2025-06-28,3585.65,profit
8403,39,15.0,87,585.0,1305.0,1,2025-01-29,3587.46,profit
8402,25,143.0,65,3575.0,9295.0,1,2025-06-23,3586.57,profit
8401,3,117.0,39,351.0,4563.0,1,2025-01-18,3585.58,profit
8400,34,27.0,88,918.0,2376.0,1,2025-02-14,3585.2,profit
8399,21,144.0,56,3024.0,8064.0,1,2025-05-28,3586.6,profit
8398,37,90.0,69,3330.0,6210.0,1,2025-06-12,3586.17,profit
8397,26,131.0,86,3406.0,11266.0,1,2025-06-15,3586.39,profit
8396,49,33.0,45,1617.0,1485.0,1,2025-03-20,3585.25,profit
8395,45,141.0,54,6345.0,7614.0,1,2025-11-05,3585.23,profit
8394,31,31.0,53,961.0,1643.0,1,2025-02-16,3585.89,profit
8393,31,75.0,71,2325.0,5325.0,1,2025-04-24,3586.65,profit
8392,25,74.0,84,1850.0,6216.0,1,2025-04-01,3585.44,profit
8391,12,142.0,74,1704.0,10508.0,1,2025-03-24,3586.75,profit
8390,27,51.0,100,1377.0,5100.0,1,2025-03-09,3585.96,profit
8389,1,110.0,38,110.0,4180.0,1,2025-01-06,3586.45,profit
8388,39,87.0,14,3393.0,1218.0,1,2025-06-15,3585.16,profit
8387,39,60.0,71,2340.0,4260.0,1,2025-04-24,3585.5,profit
8386,47,52.0,81,2444.0,4212.0,1,2025-04-29,3586.63,profit
8385,3,139.0,24,417.0,3336.0,1,2025-01-21,3587.01,profit
8384,31,98.0,83,3038.0,8134.0,1,2025-05-28,3586.05,profit
8383,23,75.0,10,1725.0,750.0,1,2025-03-25,3585.7,profit
8382,44,95.0,93,4180.0,8835.0,1,2025-07-23,3585.89,profit
8381,44,138.0,81,6072.0,11178.0,1,2025-10-23,3584.89,profit
8380,8,37.0,47,296.0,1739.0,1,2025-01-15,3586.97,profit
8379,45,80.0,90,3600.0,7200.0,1,2025-06-25,3585.92,profit
8378,14,128.0,32,1792.0,4096.0,1,2025-03-29,3585.61,profit
8377,14,68.0,86,952.0,5848.0,1,2025-02-16,3586.97,profit
8376,9,20.0,56,180.0,1120.0,1,2025-01-09,3586.33,profit
8375,20,53.0,13,1060.0,689.0,1,2025-02-21,3586.34,profit
8374,0,119.0,98,0.0,11662.0,0,2025-01-01,3586.65,profit
8373,8,42.0,26,336.0,1092.0,1,2025-01-17,3586.71,profit
8372,38,60.0,20,2280.0,1200.0,1,2025-04-21,3585.01,profit
8371,14,63.0,81,882.0,5103.0,1,2025-02-12,3586.8,profit
8370,36,146.0,88,5256.0,12848.0,1,2025-09-13,3585.75,profit
8369,39,130.0,12,5070.0,1560.0,1,2025-09-04,3585.07,profit
8368,23,52.0,93,1196.0,4836.0,1,2025-02-28,3587.37,profit
8367,21,143.0,80,3003.0,11440.0,1,2025-05-27,3585.78,profit
8366,50,100.0,23,5000.0,2300.0,1,2025-09-01,3586.09,profit
8365,46,91.0,35,4186.0,3185.0,1,2025-07-23,3586.02,profit
8364,29,83.0,29,2407.0,2407.0,1,2025-04-28,3585.55,profit
8363,28,24.0,18,672.0,432.0,1,2025-02-02,3587.08,profit
8362,50,97.0,48,4850.0,4656.0,1,2025-08-25,3585.77,profit
8361,44,112.0,18,4928.0,2016.0,1,2025-08-28,3585.44,profit
8360,48,28.0,41,1344.0,1148.0,1,2025-03-07,3587.12,profit
8359,4,58.0,92,232.0,5336.0,1,2025-01-12,3586.31,profit
8358,31,114.0,63,3534.0,7182.0,1,2025-06-21,3585.68,profit
8357,13,76.0,12,988.0,912.0,1,2025-02-18,3586.02,profit
8356,41,17.0,53,697.0,901.0,1,2025-02-03,3587.46,profit
8355,18,57.0,15,1026.0,855.0,1,2025-02-19,3587.14,profit
8354,16,125.0,24,2000.0,3000.0,1,2025-04-08,3585.26,profit
8353,50,40.0,65,2000.0,2600.0,1,2025-04-08,3585.91,profit
8352,32,107.0,51,3424.0,5457.0,1,2025-06-16,3585.03,profit
8351,7,67.0,93,469.0,6231.0,1,2025-01-23,3586.22,profit
8350,17,38.0,48,646.0,1824.0,1,2025-02-01,3587.19,profit
8349,38,72.0,64,2736.0,4608.0,1,2025-05-14,3586.12,profit
8348,22,105.0,93,2310.0,9765.0,1,2025-04-23,3585.62,profit
8347,24,147.0,63,3528.0,9261.0,1,2025-06-21,3585.52,profit
8346,29,140.0,66,4060.0,9240.0,1,2025-07-17,3585.32,profit
8345,47,38.0,99,1786.0,3762.0,1,2025-03-28,3586.07,profit
8344,3,18.0,89,54.0,1602.0,1,2025-01-03,3586.66,profit
8343,16,121.0,47,1936.0,5687.0,1,2025-04-05,3586.8,profit
8342,27,69.0,14,1863.0,966.0,1,2025-04-01,3585.8,profit
8341,19,115.0,45,2185.0,5175.0,1,2025-04-17,3585.69,profit
8340,41,35.0,16,1435.0,560.0,1,2025-03-11,3586.71,profit
8339,47,145.0,62,6815.0,8990.0,1,2025-11-28,3585.17,profit
8338,22,76.0,40,1672.0,3040.0,1,2025-03-23,3586.72,profit
8337,5,103.0,82,515.0,8446.0,1,2025-01-26,3586.68,profit
8336,6,82.0,15,492.0,1230.0,1,2025-01-24,3587.0,profit
8335,12,46.0,51,552.0,2346.0,1,2025-01-27,3585.91,profit
8334,40,73.0,11,2920.0,803.0,1,2025-05-23,3585.05,profit
8333,1,149.0,36,149.0,5364.0,1,2025-01-08,3586.72,profit
8332,29,46.0,80,1334.0,3680.0,1,2025-03-06,3586.54,profit
8331,7,20.0,43,140.0,860.0,1,2025-01-07,3585.08,profit
8330,28,31.0,54,868.0,1674.0,1,2025-02-12,3587.04,profit
8329,31,109.0,82,3379.0,8938.0,1,2025-06-14,3585.1,profit
8328,46,96.0,69,4416.0,6624.0,1,2025-08-03,3585.84,profit
8327,23,139.0,12,3197.0,1668.0,1,2025-06-05,3585.74,profit
8326,1,137.0,48,137.0,6576.0,1,2025-01-07,3584.96,profit
8325,49,108.0,63,5292.0,6804.0,1,2025-09-15,3585.32,profit
8324,38,137.0,33,5206.0,4521.0,1,2025-09-11,3585.3,profit
8323,0,84.0,29,0.0,2436.0,0,2025-01-01,3585.71,profit
8322,48,83.0,90,3984.0,7470.0,1,2025-07-13,3586.32,profit
8321,33,133.0,61,4389.0,8113.0,1,2025-08-02,3585.24,profit
8320,31,17.0,71,527.0,1207.0,1,2025-01-26,3584.76,profit
8319,45,129.0,19,5805.0,2451.0,1,2025-10-10,3586.11,profit
8318,18,99.0,12,1782.0,1188.0,1,2025-03-28,3585.57,profit
8317,5,96.0,23,480.0,2208.0,1,2025-01-24,3586.79,profit
8316,36,39.0,54,1404.0,2106.0,1,2025-03-10,3584.89,profit
8315,16,103.0,14,1648.0,1442.0,1,2025-03-22,3584.89,profit
8314,14,103.0,29,1442.0,2987.0,1,2025-03-12,3586.02,profit
8313,42,84.0,11,3528.0,924.0,1,2025-06-21,3585.7,profit
8312,24,73.0,59,1752.0,4307.0,1,2025-03-27,3585.27,profit
8311,31,76.0,86,2356.0,6536.0,1,2025-04-25,3586.34,profit
8310,34,55.0,15,1870.0,825.0,1,2025-04-02,3586.82,profit
8309,22,132.0,89,2904.0,11748.0,1,2025-05-22,3585.85,profit
8308,13,35.0,11,455.0,385.0,1,2025-01-23,3586.56,profit
8307,2,29.0,14,58.0,406.0,1,2025-01-03,3586.01,profit
8306,37,118.0,29,4366.0,3422.0,1,2025-08-01,3586.2,profit
8305,4,116.0,16,464.0,1856.0,1,2025-01-23,3586.9,profit
8304,40,108.0,40,4320.0,4320.0,1,2025-07-30,3584.4,profit
8303,40,103.0,11,4120.0,1133.0,1,2025-07-20,3585.06,profit
8302,20,86.0,42,1720.0,3612.0,1,2025-03-25,3586.83,profit
8301,5,106.0,58,530.0,6148.0,1,2025-01-26,3586.96,profit
8300,28,65.0,84,1820.0,5460.0,1,2025-03-30,3584.99,profit
8299,3,39.0,16,117.0,624.0,1,2025-01-06,3585.57,profit
8298,1,32.0,44,32.0,1408.0,1,2025-01-02,3586.94,profit
8297,50,115.0,60,5750.0,6900.0,1,2025-10-07,3585.17,profit
8296,7,122.0,57,854.0,6954.0,1,2025-02-11,3585.7,profit
8295,50,30.0,40,1500.0,1200.0,1,2025-03-14,3586.66,profit
8294,4,116.0,51,464.0,5916.0,1,2025-01-23,3586.51,profit
8293,48,108.0,69,5184.0,7452.0,1,2025-09-10,3584.84,profit
8292,13,45.0,37,585.0,1665.0,1,2025-01-29,3586.71,profit
8291,23,102.0,37,2346.0,3774.0,1,2025-04-25,3587.25,profit
8290,4,36.0,25,144.0,900.0,1,2025-01-08,3586.37,profit
8289,14,41.0,24,574.0,984.0,1,2025-01-28,3587.45,profit
8288,7,71.0,84,497.0,5964.0,1,2025-01-25,3586.71,profit
8287,3,61.0,12,183.0,732.0,1,2025-01-09,3586.97,profit
8286,43,144.0,35,6192.0,5040.0,1,2025-10-29,3585.52,profit
8285,0,109.0,59,0.0,6431.0,0,2025-01-01,3585.43,profit
8284,28,20.0,37,560.0,740.0,1,2025-01-28,3585.61,profit
8283,45,36.0,26,1620.0,936.0,1,2025-03-20,3584.52,profit
8282,7,130.0,19,910.0,2470.0,1,2025-02-14,3585.54,profit
8281,24,62.0,52,1488.0,3224.0,1,2025-03-14,3586.56,profit
8280,42,62.0,59,2604.0,3658.0,1,2025-05-07,3586.4,profit
8279,38,34.0,35,1292.0,1190.0,1,2025-03-04,3586.49,profit
8278,38,137.0,70,5206.0,9590.0,1,2025-09-11,3585.36,profit
8277,28,77.0,90,2156.0,6930.0,1,2025-04-15,3586.45,profit
8276,47,35.0,14,1645.0,490.0,1,2025-03-22,3586.18,profit
8275,44,24.0,43,1056.0,1032.0,1,2025-02-21,3584.83,profit
8274,11,109.0,28,1199.0,3052.0,1,2025-02-28,3586.34,profit
8273,19,65.0,47,1235.0,3055.0,1,2025-03-02,3584.64,profit
8272,33,48.0,56,1584.0,2688.0,1,2025-03-19,3586.56,profit
8271,4,84.0,92,336.0,7728.0,1,2025-01-17,3587.56,profit
8270,50,97.0,76,4850.0,7372.0,1,2025-08-25,3584.85,profit
8269,24,70.0,61,1680.0,4270.0,1,2025-03-23,3586.31,profit
8268,34,27.0,54,918.0,1458.0,1,2025-02-14,3586.78,profit
8267,28,79.0,35,2212.0,2765.0,1,2025-04-18,3585.64,profit
8266,28,110.0,69,3080.0,7590.0,1,2025-05-30,3585.78,profit
8265,17,121.0,24,2057.0,2904.0,1,2025-04-11,3586.75,profit
8264,22,52.0,67,1144.0,3484.0,1,2025-02-25,3587.14,profit
8263,36,110.0,34,3960.0,3740.0,1,2025-07-12,3585.46,profit
8262,6,117.0,39,702.0,4563.0,1,2025-02-04,3586.19,profit
8261,31,103.0,85,3193.0,8755.0,1,2025-06-05,3586.12,profit
8260,42,67.0,41,2814.0,2747.0,1,2025-05-17,3585.67,profit
8259,17,62.0,29,1054.0,1798.0,1,2025-02-21,3585.66,profit
8258,0,46.0,14,0.0,644.0,0,2025-01-01,3585.05,profit
8257,47,136.0,95,6392.0,12920.0,1,2025-11-08,3585.56,profit
8256,42,22.0,100,924.0,2200.0,1,2025-02-14,3586.95,profit
8255,42,39.0,94,1638.0,3666.0,1,2025-03-21,3585.97,profit
8254,0,59.0,72,0.0,4248.0,0,2025-01-01,3585.37,profit
