item_id,purchase_count,price,stocks,sales,stock_value,profit_status,date,predicted_sales,predicted_profit
item_0192,2,17.0,51,34.0,867.0,1,2025-01-02,3586.88,profit
item_0179,1,22.0,61,22.0,1342.0,1,2025-01-02,3586.66,profit
item_0200,1,29.0,48,29.0,1392.0,1,2025-01-02,3586.87,profit
item_0199,1,31.0,50,31.0,1550.0,1,2025-01-02,3586.85,profit
item_0180,1,37.0,30,37.0,1110.0,1,2025-01-02,3587.05,profit
item_0188,1,40.0,14,40.0,560.0,1,2025-01-02,3586.8,profit
item_0184,2,15.0,66,30.0,990.0,1,2025-01-02,3587.11,profit
item_0182,1,32.0,44,32.0,1408.0,1,2025-01-02,3586.94,profit
item_0181,2,16.0,30,32.0,480.0,1,2025-01-02,3586.63,profit
item_0178,1,27.0,10,27.0,270.0,1,2025-01-02,3586.58,profit
item_0191,1,37.0,50,37.0,1850.0,1,2025-01-02,3586.82,profit
item_0187,1,23.0,44,23.0,1012.0,1,2025-01-02,3586.93,profit
item_0173,1,25.0,32,25.0,800.0,1,2025-01-02,3586.3,profit
item_0175,2,20.0,25,40.0,500.0,1,2025-01-02,3586.55,profit
item_0174,1,38.0,39,38.0,1482.0,1,2025-01-02,3586.48,profit
item_0196,1,35.0,23,35.0,805.0,1,2025-01-02,3586.96,profit
item_0171,1,38.0,75,38.0,2850.0,1,2025-01-02,3584.75,profit
item_0185,2,19.0,41,38.0,779.0,1,2025-01-02,3586.97,profit
item_0198,1,29.0,18,29.0,522.0,1,2025-01-02,3586.62,profit
item_0176,1,23.0,85,23.0,1955.0,1,2025-01-02,3586.77,profit
item_0189,2,15.0,11,30.0,165.0,1,2025-01-02,3586.58,profit
item_0172,1,24.0,41,24.0,984.0,1,2025-01-02,3586.07,profit
item_0193,1,24.0,14,24.0,336.0,1,2025-01-02,3587.13,profit
item_0197,1,41.0,13,41.0,533.0,1,2025-01-02,3586.65,profit
item_0186,2,19.0,48,38.0,912.0,1,2025-01-02,3586.83,profit
item_0194,1,26.0,34,26.0,884.0,1,2025-01-02,3586.79,profit
item_0215,1,56.0,72,56.0,4032.0,1,2025-01-03,3585.99,profit
item_0209,2,29.0,64,58.0,1856.0,1,2025-01-03,3586.55,profit
item_0218,2,27.0,39,54.0,1053.0,1,2025-01-03,3585.79,profit
item_0234,1,58.0,31,58.0,1798.0,1,2025-01-03,3586.26,profit
item_0233,1,52.0,62,52.0,3224.0,1,2025-01-03,3586.97,profit
item_0202,1,42.0,85,42.0,3570.0,1,2025-01-03,3586.16,profit
item_0225,2,22.0,76,44.0,1672.0,1,2025-01-03,3586.71,profit
item_0213,2,25.0,22,50.0,550.0,1,2025-01-03,3587.06,profit
item_0214,1,57.0,99,57.0,5643.0,1,2025-01-03,3586.3,profit
item_0212,3,18.0,89,54.0,1602.0,1,2025-01-03,3586.66,profit
item_0224,2,23.0,86,46.0,1978.0,1,2025-01-03,3586.25,profit
item_0235,3,15.0,99,45.0,1485.0,1,2025-01-03,3586.18,profit
item_0210,1,59.0,14,59.0,826.0,1,2025-01-03,3586.6,profit
item_0206,3,17.0,86,51.0,1462.0,1,2025-01-03,3586.66,profit
item_0216,3,20.0,50,60.0,1000.0,1,2025-01-03,3585.74,profit
item_0204,2,29.0,14,58.0,406.0,1,2025-01-03,3586.01,profit
item_0221,1,60.0,31,60.0,1860.0,1,2025-01-03,3586.22,profit
item_0229,1,44.0,46,44.0,2024.0,1,2025-01-03,3586.62,profit
item_0230,2,28.0,37,56.0,1036.0,1,2025-01-03,3586.48,profit
item_0208,3,20.0,33,60.0,660.0,1,2025-01-03,3586.53,profit
item_0231,1,50.0,52,50.0,2600.0,1,2025-01-03,3586.71,profit
item_0223,1,58.0,87,58.0,5046.0,1,2025-01-03,3586.55,profit
item_0203,1,49.0,61,49.0,2989.0,1,2025-01-03,3586.24,profit
item_0232,4,15.0,67,60.0,1005.0,1,2025-01-03,3586.45,profit
item_0220,1,43.0,52,43.0,2236.0,1,2025-01-03,3586.6,profit
item_0227,3,17.0,63,51.0,1071.0,1,2025-01-03,3586.15,profit
item_0205,2,25.0,65,50.0,1625.0,1,2025-01-03,3586.17,profit
item_0211,2,24.0,26,48.0,624.0,1,2025-01-03,3586.06,profit
item_0207,2,21.0,64,42.0,1344.0,1,2025-01-03,3586.73,profit
item_0217,1,45.0,21,45.0,945.0,1,2025-01-03,3586.15,profit
item_0228,2,21.0,38,42.0,798.0,1,2025-01-03,3586.68,profit
item_0222,3,17.0,26,51.0,442.0,1,2025-01-03,3585.95,profit
item_0201,1,54.0,73,54.0,3942.0,1,2025-01-03,3586.62,profit
item_0219,2,29.0,80,58.0,2320.0,1,2025-01-03,3586.33,profit
item_0226,1,51.0,83,51.0,4233.0,1,2025-01-03,3586.55,profit
item_0260,1,66.0,11,66.0,726.0,1,2025-01-04,3586.85,profit
item_0246,4,17.0,67,68.0,1139.0,1,2025-01-04,3586.67,profit
item_0278,4,19.0,60,76.0,1140.0,1,2025-01-04,3586.05,profit
item_0261,5,16.0,35,80.0,560.0,1,2025-01-04,3586.04,profit
item_0265,1,73.0,41,73.0,2993.0,1,2025-01-04,3586.5,profit
item_3503,1,65.0,95,65.0,6175.0,1,2025-01-04,3586.59,profit
item_0281,3,23.0,29,69.0,667.0,1,2025-01-04,3586.99,profit
item_0272,1,75.0,79,75.0,5925.0,1,2025-01-04,3586.98,profit
item_0250,4,18.0,82,72.0,1476.0,1,2025-01-04,3586.56,profit
item_0257,1,75.0,57,75.0,4275.0,1,2025-01-04,3586.14,profit
item_0263,3,22.0,46,66.0,1012.0,1,2025-01-04,3586.78,profit
item_0280,4,20.0,88,80.0,1760.0,1,2025-01-04,3587.03,profit
item_0273,2,37.0,63,74.0,2331.0,1,2025-01-04,3586.06,profit
item_0291,1,73.0,22,73.0,1606.0,1,2025-01-04,3586.72,profit
item_0249,4,17.0,24,68.0,408.0,1,2025-01-04,3586.59,profit
item_0283,1,73.0,80,73.0,5840.0,1,2025-01-04,3586.49,profit
item_0238,1,64.0,42,64.0,2688.0,1,2025-01-04,3585.96,profit
item_0279,4,19.0,82,76.0,1558.0,1,2025-01-04,3586.99,profit
item_0239,1,79.0,24,79.0,1896.0,1,2025-01-04,3585.95,profit
item_0285,1,64.0,100,64.0,6400.0,1,2025-01-04,3586.72,profit
item_0236,2,39.0,80,78.0,3120.0,1,2025-01-04,3587.11,profit
item_0288,1,74.0,34,74.0,2516.0,1,2025-01-04,3585.73,profit
item_0269,4,16.0,21,64.0,336.0,1,2025-01-04,3586.9,profit
item_0243,1,65.0,19,65.0,1235.0,1,2025-01-04,3585.89,profit
item_0282,2,38.0,40,76.0,1520.0,1,2025-01-04,3586.59,profit
item_0270,5,16.0,32,80.0,512.0,1,2025-01-04,3586.2,profit
item_0264,2,41.0,23,82.0,943.0,1,2025-01-04,3586.75,profit
item_0276,2,31.0,65,62.0,2015.0,1,2025-01-04,3586.15,profit
item_0277,1,74.0,32,74.0,2368.0,1,2025-01-04,3586.81,profit
item_0259,3,22.0,83,66.0,1826.0,1,2025-01-04,3586.58,profit
item_0271,4,16.0,67,64.0,1072.0,1,2025-01-04,3586.69,profit
item_0241,3,24.0,54,72.0,1296.0,1,2025-01-04,3586.61,profit
item_0255,1,79.0,14,79.0,1106.0,1,2025-01-04,3586.68,profit
item_0247,1,74.0,67,74.0,4958.0,1,2025-01-04,3586.75,profit
item_0258,2,36.0,65,72.0,2340.0,1,2025-01-04,3586.05,profit
item_0287,1,65.0,26,65.0,1690.0,1,2025-01-04,3585.63,profit
item_0256,1,62.0,23,62.0,1426.0,1,2025-01-04,3585.77,profit
item_0284,4,18.0,51,72.0,918.0,1,2025-01-04,3586.01,profit
item_0237,1,62.0,67,62.0,4154.0,1,2025-01-04,3586.43,profit
item_0290,2,38.0,67,76.0,2546.0,1,2025-01-04,3586.03,profit
item_0286,1,80.0,98,80.0,7840.0,1,2025-01-04,3586.12,profit
item_0244,1,81.0,76,81.0,6156.0,1,2025-01-04,3586.16,profit
item_0266,3,26.0,65,78.0,1690.0,1,2025-01-04,3586.2,profit
item_0248,2,34.0,83,68.0,2822.0,1,2025-01-04,3585.92,profit
item_0275,1,66.0,21,66.0,1386.0,1,2025-01-04,3586.68,profit
item_0268,4,17.0,89,68.0,1513.0,1,2025-01-04,3586.03,profit
item_0240,2,39.0,79,78.0,3081.0,1,2025-01-04,3585.83,profit
item_0274,3,24.0,49,72.0,1176.0,1,2025-01-04,3586.51,profit
item_0242,1,80.0,43,80.0,3440.0,1,2025-01-04,3586.71,profit
item_0267,1,72.0,83,72.0,5976.0,1,2025-01-04,3586.88,profit
item_0251,1,66.0,28,66.0,1848.0,1,2025-01-04,3587.01,profit
item_0253,1,80.0,98,80.0,7840.0,1,2025-01-04,3586.77,profit
item_0289,1,71.0,11,71.0,781.0,1,2025-01-04,3585.82,profit
item_0254,4,19.0,72,76.0,1368.0,1,2025-01-04,3585.85,profit
item_0245,3,23.0,72,69.0,1656.0,1,2025-01-04,3585.94,profit
item_0262,2,39.0,88,78.0,3432.0,1,2025-01-04,3586.95,profit
item_0252,2,37.0,82,74.0,3034.0,1,2025-01-04,3586.12,profit
item_0292,1,80.0,89,80.0,7120.0,1,2025-01-04,3586.03,profit
item_0297,1,99.0,61,99.0,6039.0,1,2025-01-05,3587.03,profit
item_0339,2,46.0,95,92.0,4370.0,1,2025-01-05,3585.62,profit
item_0332,1,90.0,41,90.0,3690.0,1,2025-01-05,3586.64,profit
item_0322,6,15.0,91,90.0,1365.0,1,2025-01-05,3585.88,profit
item_0319,2,50.0,66,100.0,3300.0,1,2025-01-05,3586.42,profit
item_0323,1,95.0,90,95.0,8550.0,1,2025-01-05,3587.14,profit
item_0314,3,33.0,59,99.0,1947.0,1,2025-01-05,3586.43,profit
item_0309,2,51.0,36,102.0,1836.0,1,2025-01-05,3586.63,profit
item_0307,3,34.0,91,102.0,3094.0,1,2025-01-05,3586.93,profit
item_0337,6,15.0,87,90.0,1305.0,1,2025-01-05,3585.96,profit
item_0340,2,48.0,15,96.0,720.0,1,2025-01-05,3586.61,profit
item_0310,1,100.0,71,100.0,7100.0,1,2025-01-05,3586.14,profit
item_0341,1,96.0,77,96.0,7392.0,1,2025-01-05,3586.2,profit
item_0326,1,91.0,11,91.0,1001.0,1,2025-01-05,3586.23,profit
item_0317,4,21.0,49,84.0,1029.0,1,2025-01-05,3586.3,profit
item_0328,4,25.0,23,100.0,575.0,1,2025-01-05,3586.63,profit
item_0305,4,24.0,87,96.0,2088.0,1,2025-01-05,3586.35,profit
item_0325,2,49.0,48,98.0,2352.0,1,2025-01-05,3586.8,profit
item_0329,1,101.0,37,101.0,3737.0,1,2025-01-05,3586.7,profit
item_0303,6,15.0,94,90.0,1410.0,1,2025-01-05,3586.19,profit
item_0324,6,17.0,79,102.0,1343.0,1,2025-01-05,3585.53,profit
item_0343,2,45.0,92,90.0,4140.0,1,2025-01-05,3586.61,profit
item_0304,2,47.0,87,94.0,4089.0,1,2025-01-05,3587.09,profit
item_0344,1,94.0,68,94.0,6392.0,1,2025-01-05,3586.3,profit
item_0345,4,21.0,76,84.0,1596.0,1,2025-01-05,3585.44,profit
item_0316,2,49.0,66,98.0,3234.0,1,2025-01-05,3586.97,profit
item_0333,1,93.0,47,93.0,4371.0,1,2025-01-05,3585.98,profit
item_0321,1,83.0,27,83.0,2241.0,1,2025-01-05,3585.62,profit
item_0320,1,102.0,64,102.0,6528.0,1,2025-01-05,3586.52,profit
item_0295,4,25.0,30,100.0,750.0,1,2025-01-05,3586.47,profit
item_0315,6,16.0,67,96.0,1072.0,1,2025-01-05,3586.67,profit
item_0299,1,85.0,70,85.0,5950.0,1,2025-01-05,3586.35,profit
item_0294,3,31.0,47,93.0,1457.0,1,2025-01-05,3585.76,profit
item_0336,1,92.0,70,92.0,6440.0,1,2025-01-05,3585.95,profit
item_0296,5,18.0,77,90.0,1386.0,1,2025-01-05,3586.62,profit
item_0327,2,46.0,70,92.0,3220.0,1,2025-01-05,3585.85,profit
item_0313,3,34.0,34,102.0,1156.0,1,2025-01-05,3585.58,profit
item_0318,2,44.0,37,88.0,1628.0,1,2025-01-05,3586.71,profit
item_0335,1,95.0,14,95.0,1330.0,1,2025-01-05,3586.89,profit
item_0342,3,32.0,93,96.0,2976.0,1,2025-01-05,3585.67,profit
item_0338,1,101.0,11,101.0,1111.0,1,2025-01-05,3587.09,profit
item_0302,2,45.0,21,90.0,945.0,1,2025-01-05,3585.58,profit
item_0346,5,20.0,22,100.0,440.0,1,2025-01-05,3586.66,profit
item_0300,1,98.0,62,98.0,6076.0,1,2025-01-05,3585.62,profit
item_0308,3,30.0,89,90.0,2670.0,1,2025-01-05,3586.58,profit
item_0306,6,15.0,90,90.0,1350.0,1,2025-01-05,3586.74,profit
item_0334,6,16.0,29,96.0,464.0,1,2025-01-05,3585.91,profit
item_0331,3,32.0,37,96.0,1184.0,1,2025-01-05,3586.91,profit
item_0330,3,28.0,74,84.0,2072.0,1,2025-01-05,3585.84,profit
item_0301,1,90.0,37,90.0,3330.0,1,2025-01-05,3585.43,profit
item_0311,4,25.0,83,100.0,2075.0,1,2025-01-05,3585.54,profit
item_0293,1,83.0,69,83.0,5727.0,1,2025-01-05,3585.98,profit
item_0312,1,95.0,56,95.0,5320.0,1,2025-01-05,3586.75,profit
item_0298,2,49.0,78,98.0,3822.0,1,2025-01-05,3585.59,profit
item_0401,1,119.0,16,119.0,1904.0,1,2025-01-06,3586.3,profit
item_0378,1,104.0,42,104.0,4368.0,1,2025-01-06,3586.35,profit
item_0347,1,120.0,50,120.0,6000.0,1,2025-01-06,3586.5,profit
item_0350,4,28.0,16,112.0,448.0,1,2025-01-06,3585.57,profit
item_0414,1,116.0,66,116.0,7656.0,1,2025-01-06,3585.18,profit
item_0389,1,119.0,15,119.0,1785.0,1,2025-01-06,3585.31,profit
item_0384,1,119.0,15,119.0,1785.0,1,2025-01-06,3585.47,profit
item_0388,1,122.0,59,122.0,7198.0,1,2025-01-06,3585.59,profit
item_0370,1,109.0,98,109.0,10682.0,1,2025-01-06,3585.63,profit
item_0376,1,108.0,68,108.0,7344.0,1,2025-01-06,3586.46,profit
item_0381,1,109.0,44,109.0,4796.0,1,2025-01-06,3585.52,profit
item_0409,1,120.0,95,120.0,11400.0,1,2025-01-06,3585.26,profit
item_0354,1,114.0,70,114.0,7980.0,1,2025-01-06,3585.52,profit
item_0356,5,23.0,52,115.0,1196.0,1,2025-01-06,3585.17,profit
item_0386,1,110.0,39,110.0,4290.0,1,2025-01-06,3586.4,profit
item_0407,4,27.0,61,108.0,1647.0,1,2025-01-06,3585.19,profit
item_0399,1,105.0,16,105.0,1680.0,1,2025-01-06,3586.79,profit
item_0385,2,52.0,28,104.0,1456.0,1,2025-01-06,3585.43,profit
item_0348,1,116.0,48,116.0,5568.0,1,2025-01-06,3585.4,profit
item_0382,2,54.0,86,108.0,4644.0,1,2025-01-06,3585.56,profit
item_0391,3,40.0,77,120.0,3080.0,1,2025-01-06,3585.66,profit
item_0410,1,121.0,85,121.0,10285.0,1,2025-01-06,3584.87,profit
item_0364,1,106.0,96,106.0,10176.0,1,2025-01-06,3584.74,profit
item_0379,4,27.0,22,108.0,594.0,1,2025-01-06,3585.66,profit
item_0355,1,115.0,24,115.0,2760.0,1,2025-01-06,3585.17,profit
item_0404,1,118.0,63,118.0,7434.0,1,2025-01-06,3585.48,profit
item_0411,7,17.0,23,119.0,391.0,1,2025-01-06,3584.69,profit
item_3582,1,113.0,55,113.0,6215.0,1,2025-01-06,3585.37,profit
item_0375,3,40.0,31,120.0,1240.0,1,2025-01-06,3586.66,profit
item_0398,4,28.0,66,112.0,1848.0,1,2025-01-06,3586.94,profit
item_0405,2,53.0,31,106.0,1643.0,1,2025-01-06,3585.3,profit
item_0396,4,27.0,17,108.0,459.0,1,2025-01-06,3586.47,profit
item_0397,5,22.0,74,110.0,1628.0,1,2025-01-06,3586.4,profit
item_0374,6,20.0,33,120.0,660.0,1,2025-01-06,3586.12,profit
item_0387,1,115.0,50,115.0,5750.0,1,2025-01-06,3585.74,profit
item_0383,1,104.0,57,104.0,5928.0,1,2025-01-06,3586.36,profit
item_0390,1,111.0,26,111.0,2886.0,1,2025-01-06,3585.45,profit
item_0366,1,111.0,41,111.0,4551.0,1,2025-01-06,3586.09,profit
item_0413,1,121.0,53,121.0,6413.0,1,2025-01-06,3586.66,profit
item_0360,2,53.0,75,106.0,3975.0,1,2025-01-06,3586.54,profit
item_0365,3,36.0,42,108.0,1512.0,1,2025-01-06,3584.99,profit
