item_id,purchase_count,price,stocks,sales,stock_value,profit_status
item_0101,19,109.0,97,2071.0,10573.0,profit
item_0102,14,72.0,88,1008.0,6336.0,profit
item_0103,40,16.0,76,640.0,1216.0,profit
item_0104,46,92.0,75,4232.0,6900.0,profit
item_0105,0,42.0,58,0.0,2436.0,loss
item_0106,43,134.0,15,5762.0,2010.0,profit
item_0107,40,44.0,39,1760.0,1716.0,profit
item_0108,8,140.0,21,1120.0,2940.0,profit
item_0109,3,98.0,22,294.0,2156.0,profit
item_0110,29,83.0,69,2407.0,5727.0,profit
item_0111,5,120.0,58,600.0,6960.0,profit
item_0112,7,45.0,93,315.0,4185.0,profit
item_0113,22,84.0,10,1848.0,840.0,profit
item_0114,0,143.0,45,0.0,6435.0,loss
item_0115,25,36.0,82,900.0,2952.0,profit
item_0116,49,17.0,73,833.0,1241.0,profit
item_0117,12,60.0,50,720.0,3000.0,profit
item_0118,6,39.0,40,234.0,1560.0,profit
item_0119,41,134.0,54,5494.0,7236.0,profit
item_0120,44,93.0,33,4092.0,3069.0,profit
item_0121,6,63.0,53,378.0,3339.0,profit
item_0122,18,29.0,79,522.0,2291.0,profit
item_0123,27,134.0,96,3618.0,12864.0,profit
item_0124,15,34.0,99,510.0,3366.0,profit
item_0125,36,134.0,19,4824.0,2546.0,profit
item_0126,26,79.0,60,2054.0,4740.0,profit
item_0127,26,90.0,38,2340.0,3420.0,profit
item_0128,36,141.0,47,5076.0,6627.0,profit
item_0129,1,117.0,99,117.0,11583.0,profit
item_0130,18,67.0,34,1206.0,2278.0,profit
item_0131,43,140.0,54,6020.0,7560.0,profit
item_0132,8,114.0,59,912.0,6726.0,profit
item_0133,15,55.0,38,825.0,2090.0,profit
item_0134,40,74.0,63,2960.0,4662.0,profit
item_0135,22,30.0,73,660.0,2190.0,profit
item_0136,8,129.0,77,1032.0,9933.0,profit
item_0137,27,34.0,37,918.0,1258.0,profit
item_0138,39,142.0,24,5538.0,3408.0,profit
item_0139,47,81.0,11,3807.0,891.0,profit
item_0140,24,34.0,48,816.0,1632.0,profit
item_0141,45,20.0,66,900.0,1320.0,profit
item_0142,31,142.0,39,4402.0,5538.0,profit
item_0143,48,21.0,39,1008.0,819.0,profit
item_0144,23,133.0,84,3059.0,11172.0,profit
item_0145,21,116.0,36,2436.0,4176.0,profit
item_0146,40,27.0,70,1080.0,1890.0,profit
item_0147,19,73.0,48,1387.0,3504.0,profit
item_0148,10,136.0,37,1360.0,5032.0,profit
item_0149,50,100.0,36,5000.0,3600.0,profit
item_0150,28,75.0,31,2100.0,2325.0,profit
item_0151,19,40.0,74,760.0,2960.0,profit
item_0152,25,57.0,83,1425.0,4731.0,profit
item_0153,44,112.0,94,4928.0,10528.0,profit
item_0154,31,91.0,44,2821.0,4004.0,profit
item_0155,45,45.0,64,2025.0,2880.0,profit
item_0156,8,48.0,42,384.0,2016.0,profit
item_0157,48,32.0,51,1536.0,1632.0,profit
item_0158,30,22.0,50,660.0,1100.0,profit
item_0159,1,27.0,10,27.0,270.0,profit
item_0160,25,16.0,21,400.0,336.0,profit
item_0161,46,124.0,30,5704.0,3720.0,profit
item_0162,36,55.0,23,1980.0,1265.0,profit
item_0163,46,63.0,37,2898.0,2331.0,profit
item_0164,41,60.0,73,2460.0,4380.0,profit
item_0165,24,111.0,16,2664.0,1776.0,profit
item_0166,34,127.0,43,4318.0,5461.0,profit
item_0167,39,124.0,97,4836.0,12028.0,profit
item_0168,5,133.0,21,665.0,2793.0,profit
item_0169,30,66.0,10,1980.0,660.0,profit
item_0170,30,102.0,79,3060.0,8058.0,profit
item_0171,13,97.0,26,1261.0,2522.0,profit
item_0172,21,62.0,67,1302.0,4154.0,profit
item_0173,36,56.0,12,2016.0,672.0,profit
item_0174,44,64.0,40,2816.0,2560.0,profit
item_0175,1,18.0,62,18.0,1116.0,profit
item_0176,12,127.0,77,1524.0,9779.0,profit
item_0177,4,113.0,59,452.0,6667.0,profit
item_0178,22,95.0,29,2090.0,2755.0,profit
item_0179,20,106.0,34,2120.0,3604.0,profit
item_0180,40,136.0,31,5440.0,4216.0,profit
item_0181,28,110.0,72,3080.0,7920.0,profit
item_0182,0,110.0,57,0.0,6270.0,loss
item_0183,47,147.0,49,6909.0,7203.0,profit
item_0184,42,61.0,73,2562.0,4453.0,profit
item_0185,43,75.0,40,3225.0,3000.0,profit
item_0186,49,59.0,98,2891.0,5782.0,profit
item_0187,26,54.0,11,1404.0,594.0,profit
item_0188,11,29.0,35,319.0,1015.0,profit
item_0189,45,32.0,44,1440.0,1408.0,profit
item_0190,11,146.0,84,1606.0,12264.0,profit
item_0191,18,116.0,96,2088.0,11136.0,profit
item_0192,13,111.0,69,1443.0,7659.0,profit
item_0193,10,76.0,79,760.0,6004.0,profit
item_0194,25,100.0,18,2500.0,1800.0,profit
item_0195,20,149.0,98,2980.0,14602.0,profit
item_0196,29,30.0,72,870.0,2160.0,profit
item_0197,46,135.0,26,6210.0,3510.0,profit
item_0198,46,58.0,89,2668.0,5162.0,profit
item_0199,38,62.0,33,2356.0,2046.0,profit
item_0200,27,126.0,61,3402.0,7686.0,profit
item_0201,36,99.0,28,3564.0,2772.0,profit
item_0202,28,75.0,46,2100.0,3450.0,profit
item_0203,27,112.0,55,3024.0,6160.0,profit
item_0204,44,140.0,50,6160.0,7000.0,profit
item_0205,41,64.0,76,2624.0,4864.0,profit
item_0206,48,20.0,12,960.0,240.0,profit
item_0207,47,78.0,76,3666.0,5928.0,profit
item_0208,3,141.0,63,423.0,8883.0,profit
item_0209,24,138.0,85,3312.0,11730.0,profit
item_0210,6,32.0,17,192.0,544.0,profit
item_0211,14,38.0,56,532.0,2128.0,profit
item_0212,46,47.0,39,2162.0,1833.0,profit
item_0213,3,140.0,86,420.0,12040.0,profit
item_0214,19,120.0,35,2280.0,4200.0,profit
item_0215,17,111.0,78,1887.0,8658.0,profit
item_0216,7,125.0,36,875.0,4500.0,profit
item_0217,6,150.0,53,900.0,7950.0,profit
item_0218,1,134.0,91,134.0,12194.0,profit
item_0219,7,40.0,53,280.0,2120.0,profit
item_0220,29,108.0,63,3132.0,6804.0,profit
item_0221,3,122.0,71,366.0,8662.0,profit
item_0222,7,51.0,59,357.0,3009.0,profit
item_0223,18,31.0,46,558.0,1426.0,profit
item_0224,5,100.0,99,500.0,9900.0,profit
item_0225,31,66.0,93,2046.0,6138.0,profit
item_0226,36,18.0,15,648.0,270.0,profit
item_0227,49,68.0,75,3332.0,5100.0,profit
item_0228,17,55.0,41,935.0,2255.0,profit
item_0229,24,63.0,26,1512.0,1638.0,profit
item_0230,27,75.0,83,2025.0,6225.0,profit
item_0231,10,132.0,46,1320.0,6072.0,profit
item_0232,31,55.0,91,1705.0,5005.0,profit
item_0233,35,82.0,54,2870.0,4428.0,profit
item_0234,8,32.0,93,256.0,2976.0,profit
item_0235,43,70.0,21,3010.0,1470.0,profit
item_0236,41,48.0,27,1968.0,1296.0,profit
item_0237,47,23.0,30,1081.0,690.0,profit
item_0238,21,108.0,17,2268.0,1836.0,profit
item_0239,9,48.0,47,432.0,2256.0,profit
item_0240,38,119.0,53,4522.0,6307.0,profit
item_0241,39,62.0,58,2418.0,3596.0,profit
item_0242,36,19.0,79,684.0,1501.0,profit
item_0243,7,130.0,75,910.0,9750.0,profit
item_0244,16,101.0,97,1616.0,9797.0,profit
item_0245,16,131.0,36,2096.0,4716.0,profit
item_0246,24,100.0,47,2400.0,4700.0,profit
item_0247,29,18.0,64,522.0,1152.0,profit
item_0248,39,16.0,15,624.0,240.0,profit
item_0249,27,60.0,46,1620.0,2760.0,profit
item_0250,18,42.0,61,756.0,2562.0,profit
item_0251,1,104.0,42,104.0,4368.0,profit
item_0252,35,150.0,32,5250.0,4800.0,profit
item_0253,26,125.0,54,3250.0,6750.0,profit
item_0254,17,114.0,41,1938.0,4674.0,profit
item_0255,9,24.0,72,216.0,1728.0,profit
item_0256,50,59.0,75,2950.0,4425.0,profit
item_0257,12,139.0,35,1668.0,4865.0,profit
item_0258,44,39.0,97,1716.0,3783.0,profit
item_0259,6,133.0,89,798.0,11837.0,profit
item_0260,39,53.0,13,2067.0,689.0,profit
item_0261,7,64.0,45,448.0,2880.0,profit
item_0262,37,44.0,63,1628.0,2772.0,profit
item_0263,45,131.0,83,5895.0,10873.0,profit
item_0264,24,111.0,83,2664.0,9213.0,profit
item_0265,33,50.0,77,1650.0,3850.0,profit
item_0266,30,44.0,85,1320.0,3740.0,profit
item_0267,24,22.0,93,528.0,2046.0,profit
item_0268,38,72.0,31,2736.0,2232.0,profit
item_0269,23,22.0,19,506.0,418.0,profit
item_3503,25,139.0,20,3475.0,2780.0,profit
item_0270,44,130.0,38,5720.0,4940.0,profit
item_0271,14,94.0,16,1316.0,1504.0,profit
item_0272,13,127.0,10,1651.0,1270.0,profit
item_0273,49,76.0,54,3724.0,4104.0,profit
item_0274,1,62.0,67,62.0,4154.0,profit
item_0275,35,130.0,26,4550.0,3380.0,profit
item_0276,47,121.0,51,5687.0,6171.0,profit
item_0277,20,65.0,73,1300.0,4745.0,profit
item_0278,22,112.0,30,2464.0,3360.0,profit
item_0279,18,48.0,61,864.0,2928.0,profit
item_0280,46,141.0,97,6486.0,13677.0,profit
item_0281,4,118.0,63,472.0,7434.0,profit
item_0282,9,43.0,99,387.0,4257.0,profit
item_0283,14,98.0,54,1372.0,5292.0,profit
item_0284,38,141.0,24,5358.0,3384.0,profit
item_0285,13,113.0,53,1469.0,5989.0,profit
item_0286,47,33.0,19,1551.0,627.0,profit
item_0287,43,30.0,52,1290.0,1560.0,profit
item_0288,30,87.0,15,2610.0,1305.0,profit
item_0289,8,141.0,29,1128.0,4089.0,profit
item_0290,22,82.0,78,1804.0,6396.0,profit
item_0291,13,24.0,47,312.0,1128.0,profit
item_0292,15,116.0,34,1740.0,3944.0,profit
item_0293,24,89.0,43,2136.0,3827.0,profit
item_0294,35,148.0,95,5180.0,14060.0,profit
item_0295,5,48.0,18,240.0,864.0,profit
item_0296,33,99.0,51,3267.0,5049.0,profit
item_0297,37,16.0,63,592.0,1008.0,profit
item_0298,29,62.0,48,1798.0,2976.0,profit
item_0299,28,36.0,79,1008.0,2844.0,profit
item_0300,41,148.0,52,6068.0,7696.0,profit
item_0301,50,81.0,36,4050.0,2916.0,profit
item_0302,40,136.0,61,5440.0,8296.0,profit
item_0303,7,107.0,30,749.0,3210.0,profit
item_0304,13,78.0,81,1014.0,6318.0,profit
item_0305,33,145.0,11,4785.0,1595.0,profit
item_0306,3,116.0,89,348.0,10324.0,profit
item_0307,38,113.0,95,4294.0,10735.0,profit
item_0308,4,55.0,64,220.0,3520.0,profit
item_0309,34,19.0,31,646.0,589.0,profit
item_0310,1,94.0,68,94.0,6392.0,profit
item_0311,30,139.0,10,4170.0,1390.0,profit
item_0312,19,53.0,57,1007.0,3021.0,profit
item_0313,23,71.0,62,1633.0,4402.0,profit
item_0314,23,110.0,46,2530.0,5060.0,profit
item_0315,44,23.0,58,1012.0,1334.0,profit
item_0316,10,67.0,39,670.0,2613.0,profit
item_0317,40,133.0,65,5320.0,8645.0,profit
item_0318,17,51.0,49,867.0,2499.0,profit
item_0319,31,33.0,35,1023.0,1155.0,profit
item_0320,24,127.0,75,3048.0,9525.0,profit
item_0321,43,38.0,92,1634.0,3496.0,profit
item_0322,0,44.0,44,0.0,1936.0,loss
item_0323,41,114.0,21,4674.0,2394.0,profit
item_0324,14,132.0,15,1848.0,1980.0,profit
item_0325,41,62.0,52,2542.0,3224.0,profit
item_0326,25,79.0,11,1975.0,869.0,profit
item_0327,47,47.0,98,2209.0,4606.0,profit
item_0328,38,42.0,41,1596.0,1722.0,profit
item_0329,39,110.0,41,4290.0,4510.0,profit
item_0330,50,119.0,47,5950.0,5593.0,profit
item_0331,7,135.0,73,945.0,9855.0,profit
item_0332,46,34.0,85,1564.0,2890.0,profit
item_0333,36,127.0,62,4572.0,7874.0,profit
item_0334,37,48.0,48,1776.0,2304.0,profit
item_0335,36,141.0,16,5076.0,2256.0,profit
item_0336,26,149.0,76,3874.0,11324.0,profit
item_0337,23,39.0,63,897.0,2457.0,profit
item_0338,30,46.0,66,1380.0,3036.0,profit
item_0339,22,120.0,85,2640.0,10200.0,profit
item_0340,15,127.0,26,1905.0,3302.0,profit
item_0341,5,111.0,82,555.0,9102.0,profit
item_0342,37,90.0,15,3330.0,1350.0,profit
item_0343,28,40.0,15,1120.0,600.0,profit
item_0344,31,57.0,18,1767.0,1026.0,profit
item_0345,29,82.0,86,2378.0,7052.0,profit
item_0346,33,124.0,79,4092.0,9796.0,profit
item_0347,38,26.0,27,988.0,702.0,profit
item_0348,35,83.0,59,2905.0,4897.0,profit
item_0349,44,114.0,50,5016.0,5700.0,profit
item_0350,35,82.0,52,2870.0,4264.0,profit
item_0351,46,148.0,26,6808.0,3848.0,profit
item_0352,3,148.0,91,444.0,13468.0,profit
item_0353,28,95.0,46,2660.0,4370.0,profit
item_0354,44,40.0,77,1760.0,3080.0,profit
item_0355,5,48.0,58,240.0,2784.0,profit
item_0356,7,127.0,23,889.0,2921.0,profit
item_0357,45,129.0,54,5805.0,6966.0,profit
item_0358,48,17.0,55,816.0,935.0,profit
item_0359,35,29.0,97,1015.0,2813.0,profit
item_0360,35,35.0,98,1225.0,3430.0,profit
item_0361,24,24.0,82,576.0,1968.0,profit
item_0362,28,148.0,99,4144.0,14652.0,profit
item_0363,46,20.0,96,920.0,1920.0,profit
item_0364,13,51.0,44,663.0,2244.0,profit
item_0365,5,132.0,63,660.0,8316.0,profit
item_0366,14,130.0,60,1820.0,7800.0,profit
item_0367,43,37.0,91,1591.0,3367.0,profit
item_0368,14,47.0,95,658.0,4465.0,profit
item_0369,5,55.0,65,275.0,3575.0,profit
item_0370,37,43.0,93,1591.0,3999.0,profit
item_0371,15,95.0,29,1425.0,2755.0,profit
item_0372,4,39.0,49,156.0,1911.0,profit
item_0373,40,47.0,50,1880.0,2350.0,profit
item_0374,15,80.0,91,1200.0,7280.0,profit
item_0375,48,95.0,87,4560.0,8265.0,profit
item_0376,0,139.0,10,0.0,1390.0,loss
item_0377,2,23.0,86,46.0,1978.0,profit
item_0378,28,17.0,38,476.0,646.0,profit
item_0379,11,111.0,16,1221.0,1776.0,profit
item_0380,3,82.0,54,246.0,4428.0,profit
item_0381,15,103.0,48,1545.0,4944.0,profit
item_0382,30,118.0,20,3540.0,2360.0,profit
item_0383,21,113.0,87,2373.0,9831.0,profit
item_0384,3,95.0,81,285.0,7695.0,profit
item_0385,30,71.0,64,2130.0,4544.0,profit
item_0386,19,90.0,64,1710.0,5760.0,profit
item_0387,41,129.0,95,5289.0,12255.0,profit
item_0388,37,64.0,32,2368.0,2048.0,profit
item_0389,44,122.0,74,5368.0,9028.0,profit
item_0390,30,47.0,84,1410.0,3948.0,profit
item_0391,9,25.0,26,225.0,650.0,profit
item_0392,17,18.0,13,306.0,234.0,profit
item_0393,12,47.0,72,564.0,3384.0,profit
item_0394,19,86.0,42,1634.0,3612.0,profit
item_0395,22,134.0,29,2948.0,3886.0,profit
item_0396,37,132.0,48,4884.0,6336.0,profit
item_0397,24,147.0,60,3528.0,8820.0,profit
item_0398,45,34.0,100,1530.0,3400.0,profit
item_0399,30,20.0,17,600.0,340.0,profit
item_0400,32,68.0,91,2176.0,6188.0,profit
item_0401,8,44.0,20,352.0,880.0,profit
item_0402,24,41.0,17,984.0,697.0,profit
item_0403,5,65.0,13,325.0,845.0,profit
item_0404,27,16.0,47,432.0,752.0,profit
item_3582,27,49.0,18,1323.0,882.0,profit
item_0405,35,147.0,54,5145.0,7938.0,profit
item_0406,33,71.0,71,2343.0,5041.0,profit
item_0407,39,129.0,80,5031.0,10320.0,profit
item_0408,30,17.0,36,510.0,612.0,profit
item_0409,37,27.0,86,999.0,2322.0,profit
item_0410,31,92.0,62,2852.0,5704.0,profit
item_0411,15,90.0,38,1350.0,3420.0,profit
item_0412,36,92.0,89,3312.0,8188.0,profit
item_0413,40,45.0,88,1800.0,3960.0,profit
item_0414,26,114.0,48,2964.0,5472.0,profit
item_0415,32,103.0,46,3296.0,4738.0,profit
item_0416,40,91.0,40,3640.0,3640.0,profit
item_0417,27,109.0,17,2943.0,1853.0,profit
item_0418,18,89.0,96,1602.0,8544.0,profit
item_0419,48,84.0,47,4032.0,3948.0,profit
item_0420,8,32.0,37,256.0,1184.0,profit
item_0421,27,25.0,51,675.0,1275.0,profit
item_0422,3,59.0,97,177.0,5723.0,profit
item_0423,9,61.0,19,549.0,1159.0,profit
item_0424,11,150.0,94,1650.0,14100.0,profit
item_0425,14,84.0,46,1176.0,3864.0,profit
item_0426,26,127.0,62,3302.0,7874.0,profit
item_0427,32,150.0,76,4800.0,11400.0,profit
item_0428,1,114.0,70,114.0,7980.0,profit
item_0429,35,24.0,37,840.0,888.0,profit
item_0430,44,124.0,50,5456.0,6200.0,profit
item_0431,14,141.0,33,1974.0,4653.0,profit
item_0432,30,65.0,13,1950.0,845.0,profit
item_0433,15,54.0,10,810.0,540.0,profit
item_0434,11,141.0,73,1551.0,10293.0,profit
item_0435,26,67.0,19,1742.0,1273.0,profit
item_0436,18,103.0,20,1854.0,2060.0,profit
item_0437,28,37.0,88,1036.0,3256.0,profit
item_0438,49,105.0,50,5145.0,5250.0,profit
item_0439,12,125.0,44,1500.0,5500.0,profit
item_0440,2,79.0,84,158.0,6636.0,profit
item_0441,39,98.0,19,3822.0,1862.0,profit
item_0442,18,77.0,14,1386.0,1078.0,profit
item_0443,47,50.0,56,2350.0,2800.0,profit
item_0444,33,34.0,77,1122.0,2618.0,profit
item_0445,13,124.0,85,1612.0,10540.0,profit
item_0446,36,121.0,87,4356.0,10527.0,profit
item_0447,15,119.0,60,1785.0,7140.0,profit
item_0448,29,32.0,87,928.0,2784.0,profit
item_0449,23,24.0,34,552.0,816.0,profit
item_0450,17,145.0,99,2465.0,14355.0,profit
item_0451,5,114.0,37,570.0,4218.0,profit
item_0452,20,23.0,15,460.0,345.0,profit
item_0453,6,40.0,87,240.0,3480.0,profit
item_0454,43,125.0,75,5375.0,9375.0,profit
item_0455,41,83.0,62,3403.0,5146.0,profit
item_0456,15,129.0,83,1935.0,10707.0,profit
item_0457,8,59.0,91,472.0,5369.0,profit
item_0458,20,147.0,38,2940.0,5586.0,profit
item_0459,49,38.0,43,1862.0,1634.0,profit
item_0460,10,66.0,84,660.0,5544.0,profit
item_0461,42,126.0,75,5292.0,9450.0,profit
item_0462,0,140.0,69,0.0,9660.0,loss
item_0463,47,106.0,20,4982.0,2120.0,profit
item_0464,8,143.0,29,1144.0,4147.0,profit
item_0465,29,126.0,29,3654.0,3654.0,profit
item_0466,12,83.0,70,996.0,5810.0,profit
item_0467,6,100.0,68,600.0,6800.0,profit
item_0468,10,46.0,67,460.0,3082.0,profit
item_0469,14,60.0,31,840.0,1860.0,profit
item_0470,48,147.0,36,7056.0,5292.0,profit
item_0471,43,52.0,93,2236.0,4836.0,profit
item_3583,4,121.0,55,484.0,6655.0,profit
item_0472,47,141.0,85,6627.0,11985.0,profit
item_0473,46,48.0,37,2208.0,1776.0,profit
item_0474,24,83.0,96,1992.0,7968.0,profit
item_0475,27,15.0,75,405.0,1125.0,profit
item_0476,41,150.0,29,6150.0,4350.0,profit
item_0477,40,75.0,100,3000.0,7500.0,profit
item_0478,37,124.0,12,4588.0,1488.0,profit
item_0479,28,133.0,30,3724.0,3990.0,profit
item_0480,44,131.0,43,5764.0,5633.0,profit
item_0481,47,130.0,98,6110.0,12740.0,profit
item_0482,7,59.0,68,413.0,4012.0,profit
item_0483,25,104.0,87,2600.0,9048.0,profit
item_0484,19,139.0,16,2641.0,2224.0,profit
item_0485,25,129.0,98,3225.0,12642.0,profit
item_0486,36,123.0,78,4428.0,9594.0,profit
item_0487,4,146.0,36,584.0,5256.0,profit
item_0488,42,129.0,83,5418.0,10707.0,profit
item_0489,41,104.0,50,4264.0,5200.0,profit
item_0490,42,95.0,32,3990.0,3040.0,profit
item_0491,18,77.0,36,1386.0,2772.0,profit
item_0492,39,135.0,66,5265.0,8910.0,profit
item_0493,38,80.0,86,3040.0,6880.0,profit
item_0494,34,37.0,100,1258.0,3700.0,profit
item_0495,36,144.0,51,5184.0,7344.0,profit
item_0496,27,82.0,81,2214.0,6642.0,profit
item_0497,1,144.0,41,144.0,5904.0,profit
item_0498,49,51.0,91,2499.0,4641.0,profit
item_0499,2,116.0,79,232.0,9164.0,profit
item_0500,22,21.0,62,462.0,1302.0,profit
item_0501,7,62.0,84,434.0,5208.0,profit
item_0502,46,89.0,87,4094.0,7743.0,profit
item_0503,2,105.0,28,210.0,2940.0,profit
item_0504,44,55.0,38,2420.0,2090.0,profit
item_0505,11,28.0,95,308.0,2660.0,profit
item_0506,35,109.0,28,3815.0,3052.0,profit
item_0507,38,24.0,84,912.0,2016.0,profit
item_0508,31,99.0,41,3069.0,4059.0,profit
item_0509,29,57.0,40,1653.0,2280.0,profit
item_0510,25,122.0,34,3050.0,4148.0,profit
item_0511,12,22.0,72,264.0,1584.0,profit
item_0512,19,149.0,61,2831.0,9089.0,profit
item_0513,28,29.0,34,812.0,986.0,profit
item_0514,17,68.0,11,1156.0,748.0,profit
item_0515,46,48.0,94,2208.0,4512.0,profit
item_0516,31,89.0,49,2759.0,4361.0,profit
item_0517,8,21.0,89,168.0,1869.0,profit
item_0518,46,112.0,94,5152.0,10528.0,profit
item_0519,18,24.0,74,432.0,1776.0,profit
item_0520,27,29.0,79,783.0,2291.0,profit
item_0521,36,139.0,13,5004.0,1807.0,profit
item_0522,19,126.0,47,2394.0,5922.0,profit
item_0523,19,107.0,64,2033.0,6848.0,profit
item_0524,18,108.0,67,1944.0,7236.0,profit
item_0525,27,23.0,48,621.0,1104.0,profit
item_0526,48,23.0,27,1104.0,621.0,profit
item_0527,37,97.0,47,3589.0,4559.0,profit
item_0528,37,60.0,76,2220.0,4560.0,profit
item_0529,21,125.0,15,2625.0,1875.0,profit
item_0530,23,26.0,99,598.0,2574.0,profit
item_0531,5,142.0,93,710.0,13206.0,profit
item_0532,23,31.0,82,713.0,2542.0,profit
item_0533,3,84.0,13,252.0,1092.0,profit
item_0534,48,85.0,32,4080.0,2720.0,profit
item_0535,17,118.0,62,2006.0,7316.0,profit
item_0536,32,76.0,75,2432.0,5700.0,profit
item_0537,15,38.0,80,570.0,3040.0,profit
item_0538,21,112.0,26,2352.0,2912.0,profit
item_0539,9,115.0,69,1035.0,7935.0,profit
item_0540,50,130.0,75,6500.0,9750.0,profit
item_0541,43,44.0,24,1892.0,1056.0,profit
